epoch,accuracy,loss,val_accuracy,val_loss
0,0.9762006998062134,0.12943506240844727,0.9820051193237305,0.07301495969295502
1,0.9798456430435181,0.06466319411993027,0.9837189316749573,0.056923139840364456
2,0.9813464879989624,0.05548638850450516,0.9828620553016663,0.054669346660375595
3,0.9813464879989624,0.05247120559215546,0.9828620553016663,0.05550902336835861
4,0.9822041392326355,0.05013587325811386,0.9854327440261841,0.05283893272280693
5,0.9845626354217529,0.04602940008044243,0.9828620553016663,0.05167147144675255
6,0.9834905862808228,0.04568144306540489,0.9854327440261841,0.0494508221745491
7,0.9826329350471497,0.04543168470263481,0.9871465563774109,0.04789125546813011
8,0.9849914312362671,0.044712476432323456,0.9862896203994751,0.046736884862184525
9,0.984133780002594,0.04382196441292763,0.9871465563774109,0.04342345893383026
10,0.98477703332901,0.04310072958469391,0.9871465563774109,0.0458500050008297
11,0.9845626354217529,0.04087795317173004,0.9862896203994751,0.04239290580153465
12,0.9854202270507812,0.04092658683657646,0.9862896203994751,0.0455339215695858
13,0.9845626354217529,0.04008932039141655,0.9862896203994751,0.045663587749004364
14,0.9854202270507812,0.03909759223461151,0.9871465563774109,0.04286662116646767
15,0.9849914312362671,0.03821192681789398,0.9862896203994751,0.044028688222169876
16,0.9862778782844543,0.03708280250430107,0.9862896203994751,0.04249221459031105
17,0.9862778782844543,0.03818458691239357,0.9871465563774109,0.0419205017387867
