epoch,accuracy,loss,val_accuracy,val_loss
0,0.5325900316238403,0.69351726770401,0.5475578308105469,0.6898144483566284
1,0.5696826577186584,0.6870081424713135,0.5638388991355896,0.6876387000083923
2,0.5894082188606262,0.683858335018158,0.6195372939109802,0.6794184446334839
3,0.6232847571372986,0.6754160523414612,0.6606683731079102,0.6666762232780457
4,0.6565179824829102,0.6626430749893188,0.6718080639839172,0.6465994119644165
5,0.7159090638160706,0.6252625584602356,0.7857754826545715,0.5864792466163635
6,0.7926672101020813,0.5447856187820435,0.7823479175567627,0.5320227742195129
7,0.8426243662834167,0.46772250533103943,0.8774635791778564,0.41805166006088257
8,0.8666380643844604,0.4266613721847534,0.9245929718017578,0.3756176829338074
9,0.880145788192749,0.4122510254383087,0.8843187689781189,0.39433231949806213
10,0.8769297003746033,0.40751269459724426,0.9237360954284668,0.3558935821056366
11,0.8947255611419678,0.3867504596710205,0.9323050379753113,0.33664461970329285
12,0.8979417085647583,0.38658425211906433,0.9340188503265381,0.33619940280914307
13,0.9075900316238403,0.37359902262687683,0.8783204555511475,0.4031316041946411
14,0.9075900316238403,0.36871859431266785,0.8774635791778564,0.3978719711303711
15,0.916380763053894,0.36505916714668274,0.9323050379753113,0.3378734588623047
16,0.9178816676139832,0.3589259386062622,0.8800342679023743,0.39370471239089966
17,0.9140223264694214,0.36679500341415405,0.9314481616020203,0.3404979109764099
18,0.9097341299057007,0.37070199847221375,0.9374464154243469,0.32947567105293274
19,0.9088764786720276,0.3678852915763855,0.9460154175758362,0.3337368071079254
20,0.9178816676139832,0.3588649034500122,0.9400171637535095,0.3251533806324005
21,0.9204545617103577,0.3515392541885376,0.9502999186515808,0.31862199306488037
22,0.916380763053894,0.36038631200790405,0.9305912852287292,0.3477703332901001
23,0.9187392592430115,0.35559722781181335,0.9194515943527222,0.3531033992767334
24,0.9187392592430115,0.3563026189804077,0.9125964045524597,0.36668458580970764
25,0.9202401638031006,0.3587293028831482,0.9143102169036865,0.359810471534729
26,0.9172384142875671,0.36025577783584595,0.9297343492507935,0.33375442028045654
27,0.9206689596176147,0.3556431531906128,0.9391602277755737,0.3318455219268799
28,0.9232418537139893,0.35215967893600464,0.9494430422782898,0.3155883252620697
29,0.9153087735176086,0.36168503761291504,0.8877463340759277,0.38855984807014465
