epoch,accuracy,loss,val_accuracy,val_loss
0,0.5452401638031006,0.697576642036438,0.5732647776603699,0.6892077326774597
1,0.5969125032424927,0.6813928484916687,0.5801199674606323,0.6833114624023438
2,0.6204974055290222,0.6747322678565979,0.6795201301574707,0.6642160415649414
3,0.6863207817077637,0.6552730202674866,0.7377892136573792,0.6355776190757751
4,0.7420669198036194,0.6128413081169128,0.7317909002304077,0.5937015414237976
5,0.8066037893295288,0.5342680811882019,0.8740360140800476,0.46967869997024536
6,0.8428387641906738,0.4635387659072876,0.9117395281791687,0.3933313190937042
7,0.8679245114326477,0.43355870246887207,0.8389031887054443,0.4374907314777374
8,0.8932247161865234,0.4027618169784546,0.9288774728775024,0.3476945161819458
9,0.8932247161865234,0.39423346519470215,0.9280205368995667,0.3502671420574188
10,0.8947255611419678,0.3938778042793274,0.9048843383789062,0.39219266176223755
11,0.900300145149231,0.3831694424152374,0.9263067841529846,0.3573765754699707
12,0.9050171375274658,0.37804514169692993,0.8791773915290833,0.4115084409713745
13,0.9054459929466248,0.3739863932132721,0.897172212600708,0.37363311648368835
14,0.9063035845756531,0.37311217188835144,0.9288774728775024,0.33624666929244995
15,0.9097341299057007,0.36999309062957764,0.8817480802536011,0.38596105575561523
16,0.9090909361839294,0.36762040853500366,0.9357326626777649,0.33310800790786743
17,0.9135934710502625,0.3674450218677521,0.8663238883018494,0.40433070063591003
18,0.9155231714248657,0.36274823546409607,0.9417309165000916,0.34341102838516235
19,0.9140223264694214,0.3656778633594513,0.9417309165000916,0.3194144666194916
20,0.9202401638031006,0.3608669936656952,0.9357326626777649,0.3340812027454376
21,0.9185248613357544,0.35574978590011597,0.9494430422782898,0.3131185472011566
22,0.9234562516212463,0.35227733850479126,0.9417309165000916,0.3348228633403778
23,0.9234562516212463,0.3501841723918915,0.9520137310028076,0.31121641397476196
24,0.921955406665802,0.3528449237346649,0.9417309165000916,0.309990793466568
25,0.9240995049476624,0.3497009873390198,0.9194515943527222,0.33713194727897644
26,0.921312153339386,0.3499809205532074,0.9443016052246094,0.3234460651874542
27,0.9253859519958496,0.34902673959732056,0.9520137310028076,0.32499054074287415
28,0.9283876419067383,0.3436529040336609,0.9545844197273254,0.32469654083251953
29,0.9256003499031067,0.3455222547054291,0.9520137310028076,0.3084067702293396
30,0.9322469830513,0.34011000394821167,0.9511567950248718,0.3160772919654846
31,0.9264580011367798,0.3421916663646698,0.9443016052246094,0.32121676206588745
32,0.9264580011367798,0.3523712456226349,0.9314481616020203,0.33654794096946716
33,0.9281732439994812,0.3422299325466156,0.9357326626777649,0.327418714761734
34,0.9245283007621765,0.3492041826248169,0.9425878524780273,0.32421717047691345
35,0.9262435436248779,0.34355732798576355,0.947729229927063,0.329677015542984
36,0.9309605360031128,0.3427358865737915,0.9374464154243469,0.3243720829486847
37,0.9236706495285034,0.349985271692276,0.9468722939491272,0.31373873353004456
38,0.937821626663208,0.3361324071884155,0.9100257158279419,0.35654932260513306
39,0.9301029443740845,0.33771222829818726,0.947729229927063,0.3181263208389282
40,0.9339622855186462,0.33476483821868896,0.9417309165000916,0.32318225502967834
41,0.9275299906730652,0.3390941023826599,0.9537274837493896,0.3166266083717346
42,0.9331046342849731,0.3376205265522003,0.9494430422782898,0.31613990664482117
43,0.9335334300994873,0.3366039991378784,0.922879159450531,0.34762659668922424
