epoch,accuracy,loss,val_accuracy,val_loss
0,0.9614065289497375,0.1654122769832611,0.9691516757011414,0.10738519579172134
1,0.968910813331604,0.1026708111166954,0.9700085520744324,0.09694775938987732
2,0.9691252112388611,0.10182707756757736,0.973436176776886,0.0879608541727066
3,0.9710549116134644,0.09725727885961533,0.9725792407989502,0.092606320977211
4,0.9708404541015625,0.09294404834508896,0.9725792407989502,0.0916181355714798
5,0.9697684645652771,0.0939289852976799,0.9708654880523682,0.0873536467552185
6,0.9716981053352356,0.09190715104341507,0.973436176776886,0.08160995692014694
7,0.9725557565689087,0.0909622386097908,0.9708654880523682,0.08836083114147186
8,0.9716981053352356,0.08954371511936188,0.9717223644256592,0.08381649851799011
9,0.9719125032424927,0.09149201214313507,0.973436176776886,0.08072564005851746
10,0.9719125032424927,0.09046996384859085,0.974293053150177,0.08429058641195297
11,0.9719125032424927,0.09049355238676071,0.9708654880523682,0.08056876063346863
12,0.9721269011497498,0.08528871834278107,0.9708654880523682,0.08060170710086823
13,0.9729845523834229,0.08606494218111038,0.9725792407989502,0.07847166806459427
14,0.9725557565689087,0.08727006614208221,0.973436176776886,0.08167435228824615
15,0.973842203617096,0.0853135734796524,0.973436176776886,0.07696082442998886
16,0.9731989502906799,0.08754606544971466,0.9717223644256592,0.0764499306678772
17,0.9723413586616516,0.08639192581176758,0.9725792407989502,0.074942447245121
18,0.9729845523834229,0.084788978099823,0.973436176776886,0.07564225792884827
19,0.9725557565689087,0.08503011614084244,0.9760068655014038,0.07420726120471954
20,0.9734134078025818,0.08474620431661606,0.9700085520744324,0.07778453081846237
21,0.9721269011497498,0.0847269594669342,0.975149929523468,0.07774161547422409
22,0.9716981053352356,0.08638039231300354,0.974293053150177,0.07743576169013977
23,0.973842203617096,0.08285880833864212,0.975149929523468,0.07528243958950043
24,0.9727701544761658,0.08285513520240784,0.9708654880523682,0.07597973942756653
25,0.9734134078025818,0.08240792900323868,0.9760068655014038,0.07334799319505692
26,0.9736278057098389,0.08501434326171875,0.975149929523468,0.07527413964271545
27,0.9736278057098389,0.08404630422592163,0.973436176776886,0.07739587873220444
28,0.9725557565689087,0.08312367647886276,0.9717223644256592,0.0737314224243164
29,0.974699854850769,0.08345220237970352,0.973436176776886,0.07197775691747665
30,0.974699854850769,0.08260251581668854,0.9717223644256592,0.07594296336174011
31,0.9725557565689087,0.08179103583097458,0.975149929523468,0.07462409138679504
32,0.9744853973388672,0.07956322282552719,0.975149929523468,0.07522289454936981
33,0.9721269011497498,0.08138705044984818,0.9700085520744324,0.0742732435464859
34,0.973842203617096,0.08076246827840805,0.9691516757011414,0.07530193775892258
