epoch,accuracy,loss,val_accuracy,val_loss
0,0.6406518220901489,0.6789160370826721,0.7043702006340027,0.6489664316177368
1,0.8552744388580322,0.5328764319419861,0.9571551084518433,0.31995290517807007
2,0.9575471878051758,0.29524239897727966,0.9631533622741699,0.279110848903656
3,0.9609776735305786,0.2831912636756897,0.9614396095275879,0.27186548709869385
4,0.9626929759979248,0.2792855203151703,0.9657240509986877,0.2757323980331421
5,0.9654802680015564,0.2772795259952545,0.9682947993278503,0.2849677801132202
6,0.9671955108642578,0.273759126663208,0.9682947993278503,0.2694814205169678
7,0.968910813331604,0.2702893912792206,0.9682947993278503,0.26638561487197876
8,0.9680531620979309,0.26987016201019287,0.9708654880523682,0.2666996717453003
9,0.9697684645652771,0.2671082317829132,0.9674378633499146,0.2667423188686371
10,0.9699828624725342,0.2669619917869568,0.9725792407989502,0.2623458802700043
11,0.9727701544761658,0.2653971314430237,0.9725792407989502,0.2612025737762451
12,0.9706260561943054,0.2647380828857422,0.9725792407989502,0.2602960467338562
13,0.9706260561943054,0.26387688517570496,0.973436176776886,0.25910958647727966
14,0.9734134078025818,0.26143208146095276,0.9725792407989502,0.26462358236312866
15,0.9710549116134644,0.2621207535266876,0.9725792407989502,0.2588736414909363
16,0.9727701544761658,0.25899428129196167,0.974293053150177,0.2546957731246948
17,0.9751286506652832,0.259722501039505,0.9725792407989502,0.2592047154903412
18,0.9734134078025818,0.25725921988487244,0.9760068655014038,0.25037798285484314
19,0.9766294956207275,0.25531482696533203,0.9717223644256592,0.2558484673500061
20,0.9766294956207275,0.2552170157432556,0.9768637418746948,0.2481336146593094
21,0.9755574464797974,0.2535175383090973,0.975149929523468,0.24887296557426453
22,0.9757718443870544,0.2535255253314972,0.9760068655014038,0.2443278580904007
23,0.9770582914352417,0.2508493661880493,0.975149929523468,0.2453991174697876
24,0.9781303405761719,0.24970592558383942,0.975149929523468,0.2455466091632843
25,0.9777015447616577,0.25003406405448914,0.9768637418746948,0.24459663033485413
26,0.9785591959953308,0.24824541807174683,0.975149929523468,0.24992643296718597
27,0.9779159426689148,0.2483968287706375,0.9785775542259216,0.24330292642116547
28,0.9802744388580322,0.24705789983272552,0.9760068655014038,0.25099337100982666
29,0.9809176921844482,0.24593155086040497,0.9785775542259216,0.24052059650421143
30,0.9787735939025879,0.24376051127910614,0.9802913665771484,0.24898917973041534
31,0.9804888367652893,0.24507497251033783,0.9811482429504395,0.23835672438144684
32,0.9811320900917053,0.2434501051902771,0.9794344305992126,0.23756854236125946
33,0.9811320900917053,0.24332575500011444,0.9802913665771484,0.2367652803659439
34,0.9802744388580322,0.24325530230998993,0.9811482429504395,0.23668630421161652
35,0.9807032346725464,0.24270179867744446,0.9811482429504395,0.2356470674276352
36,0.9824185371398926,0.2396187037229538,0.9862896203994751,0.2359907031059265
37,0.9815608859062195,0.24056373536586761,0.9794344305992126,0.23465394973754883
38,0.9824185371398926,0.24032285809516907,0.9828620553016663,0.23315207660198212
39,0.9832761287689209,0.2397337406873703,0.9820051193237305,0.23681218922138214
40,0.9826329350471497,0.2388238161802292,0.9837189316749573,0.2324184775352478
41,0.9830617308616638,0.23810644447803497,0.9802913665771484,0.2331509292125702
42,0.9834905862808228,0.23827601969242096,0.9802913665771484,0.2324339896440506
43,0.9862778782844543,0.2360258251428604,0.9854327440261841,0.23330450057983398
44,0.9856346249580383,0.23748831450939178,0.9837189316749573,0.2306908518075943
45,0.9843481779098511,0.23693989217281342,0.9862896203994751,0.22931286692619324
46,0.9845626354217529,0.23677049577236176,0.9845758080482483,0.23807063698768616
47,0.9856346249580383,0.2361370176076889,0.9862896203994751,0.23160843551158905
48,0.9843481779098511,0.23593440651893616,0.9845758080482483,0.23583126068115234
49,0.9854202270507812,0.23558112978935242,0.9854327440261841,0.2340475469827652
